sample	sample_type.samples
TCGA-AA-A00L-01A	24
TCGA-LG-A9QD-01A	17
TCGA-KK-A6E7-11A	8
TCGA-44-6144-01A	0
TCGA-BA-5556-01A	5
TCGA-ZN-A9VS-01A	31
TCGA-KM-A7QE-01C	27
TCGA-D1-A2G6-01A	2
TCGA-HD-7831-01A	5
TCGA-HZ-8636-01A	11
TCGA-BH-A0H9-01A	1
TCGA-MP-A4TD-01A	0
TCGA-2J-AAB4-01A	11
TCGA-UF-A719-01A	5
TCGA-FG-A70Z-01A	20
TCGA-ZM-AA0N-01A	23
TCGA-AC-A2FG-11A	8
TCGA-34-7107-01A	4
TCGA-TS-A7P8-01A	31
TCGA-EA-A410-01A	7
TCGA-CN-A6V1-01A	5
TCGA-77-8154-01A	4
TCGA-44-2666-11A	8
TCGA-17-Z056-11A	8
TCGA-W5-AA30-01A	33
TCGA-C5-A8YQ-01A	7
TCGA-DU-6400-01A	20
TCGA-EY-A1GD-01A	2
TCGA-CV-5434-01A	5
TCGA-AP-A1E3-01A	2
TCGA-AX-A0J0-01A	2
TCGA-E8-A44K-01A	14
TCGA-XV-A9VZ-01A	18
TCGA-B0-4712-01A	6
TCGA-B0-5113-11A	8
TCGA-UY-A9PB-01A	12
TCGA-B6-A0RS-01A	1
TCGA-C5-A1MI-01A	7
TCGA-A2-A04R-01A	1
TCGA-CE-A481-01A	14
TCGA-44-2665-11A	8
TCGA-HU-A4GJ-01A	21
TCGA-BR-A4QI-01A	21
TCGA-EY-A1G7-01A	2
TCGA-02-0332-01A	10
TCGA-29-1690-01A	3
TCGA-B0-5713-01A	6
TCGA-BP-4164-11A	8
TCGA-XM-A8RC-01A	25
TCGA-A3-3367-01A	6
TCGA-BS-A0UF-01A	2
TCGA-12-1097-01B	10
TCGA-EJ-5522-01A	9
TCGA-AB-2914-03A	26
TCGA-78-7159-01A	0
TCGA-21-1077-01A	4
TCGA-D1-A0ZV-01A	2
TCGA-FG-6689-01A	20
TCGA-GN-A9SD-06A	18
TCGA-62-A46O-01A	0
TCGA-DJ-A4V2-01A	14
TCGA-FV-A495-11A	8
TCGA-HU-8243-01A	21
TCGA-LT-A8JT-01A	12
TCGA-5V-A9RR-01A	25
TCGA-CR-6480-01A	5
TCGA-B9-7268-01A	15
TCGA-D7-6521-01A	21
TCGA-BP-5202-11A	8
TCGA-BP-4961-11A	8
TCGA-MP-A4TF-01A	0
TCGA-13-1411-01A	3
TCGA-EL-A3GP-01A	14
TCGA-L9-A7SV-01A	0
TCGA-2H-A9GM-11A	8
TCGA-BH-A0BO-01A	1
TCGA-G9-6498-01A	9
TCGA-BP-5001-11A	8
TCGA-A5-A0GD-01A	2
TCGA-CV-6948-01A	5
TCGA-44-3398-01A	0
TCGA-61-1913-11A	8
TCGA-AG-3583-01A	30
TCGA-BH-A18T-01A	1
TCGA-43-8115-01A	4
TCGA-60-2724-11A	8
TCGA-BP-4967-01A	6
TCGA-D1-A3JP-01A	2
TCGA-L6-A4EQ-01A	14
TCGA-3C-AALI-01A	1
TCGA-ED-A8O5-01A	17
TCGA-CV-7421-01A	5
TCGA-A7-A4SE-11A	8
TCGA-DA-A1IC-06A	18
TCGA-39-5028-01A	4
TCGA-24-1427-01A	3
TCGA-AB-2895-11A	8
TCGA-E9-A295-01A	1
TCGA-WE-A8ZT-06A	18
TCGA-AB-2844-11C	8
TCGA-AB-2844-11B	8
TCGA-JY-A93F-01A	28
TCGA-QU-A6IO-01A	9
TCGA-78-7152-01A	0
TCGA-AA-A01I-01A	24
TCGA-56-8622-01A	4
TCGA-A2-A0EV-01A	1
TCGA-DD-AAEK-01A	17
TCGA-HU-A4GH-11A	8
TCGA-E9-A5UO-01A	1
TCGA-B6-A0RP-01A	1
TCGA-ET-A3BT-01A	14
TCGA-FF-8046-01A	32
TCGA-DQ-5630-01A	5
TCGA-DA-A1I7-06A	18
TCGA-ZC-AAAA-01A	25
TCGA-A6-5660-01A	24
TCGA-EB-A431-01A	18
TCGA-B0-5100-01A	6
TCGA-ZB-A969-01A	25
TCGA-LK-A4NW-01A	31
TCGA-W5-AA2H-01A	33
TCGA-GM-A2DF-01A	1
TCGA-73-4666-01A	0
TCGA-B8-A54I-01A	6
TCGA-BH-A18Q-11A	8
TCGA-MQ-A6BL-01A	31
TCGA-T2-A6WX-01A	5
TCGA-AN-A0XU-01A	1
TCGA-19-0955-01A	10
TCGA-W5-AA2G-01A	33
TCGA-BP-4335-01A	6
TCGA-GC-A3I6-01A	12
TCGA-77-7142-11A	8
TCGA-XK-AAIV-01A	9
TCGA-D1-A174-01A	2
TCGA-R6-A6Y0-01B	28
TCGA-B0-5119-11A	8
TCGA-BH-A1FH-01A	1
TCGA-CZ-4866-01A	6
TCGA-EI-6508-01A	30
TCGA-UD-AAC1-01A	31
TCGA-28-1756-01C	10
TCGA-KS-A4IB-01A	14
TCGA-78-7162-01A	0
TCGA-AB-2916-03A	26
TCGA-V1-A9Z8-01A	9
TCGA-BJ-A45F-01A	14
TCGA-XU-A92X-01A	25
TCGA-TM-A84M-01A	20
TCGA-36-2547-01A	3
TCGA-16-0848-01A	10
TCGA-IB-AAUN-01A	11
TCGA-BH-A18I-01A	1
TCGA-13-0755-01A	3
TCGA-59-2352-01A	3
TCGA-25-1323-01A	3
TCGA-DX-AB2X-01A	13
TCGA-AC-A8OR-01A	1
TCGA-CW-5588-01A	6
TCGA-BH-A18S-01A	1
TCGA-17-Z007-11A	8
TCGA-DM-A28G-01A	24
TCGA-A2-A0SW-01A	1
TCGA-YR-A95A-01A	33
TCGA-BH-A0HI-01A	1
TCGA-AJ-A3EM-01A	2
TCGA-G9-7525-01A	9
TCGA-BG-A0M2-01A	2
TCGA-CM-6172-01A	24
TCGA-BA-5151-01A	5
TCGA-24-2024-11A	8
TCGA-B3-3925-11A	8
TCGA-D1-A165-01A	2
TCGA-BH-A0EI-01A	1
TCGA-AA-3947-01A	24
TCGA-66-2754-01A	4
TCGA-17-Z000-01A	0
TCGA-BH-A0DX-01A	1
TCGA-BP-4983-11A	8
TCGA-38-4631-01A	0
TCGA-DM-A0XF-01A	24
TCGA-AX-A1CJ-01A	2
TCGA-CV-A45P-01A	5
TCGA-DK-AA6R-01A	12
TCGA-66-2757-01A	4
TCGA-C5-A1MH-01A	7
TCGA-V1-A9OY-01A	9
TCGA-D3-A2JG-06A	18
TCGA-78-7153-01A	0
TCGA-SI-A71Q-01A	13
TCGA-44-7661-01A	0
TCGA-C5-A8XI-01A	7
TCGA-BK-A0CB-01A	2
TCGA-44-6776-01A	0
TCGA-AA-3514-01A	24
TCGA-NF-A5CP-01A	29
TCGA-C8-A12P-01A	1
TCGA-S4-A8RP-01A	11
TCGA-BQ-7051-01A	15
TCGA-F7-A622-01A	5
TCGA-BQ-5887-01A	15
TCGA-AG-3728-01A	30
TCGA-EE-A29C-06A	18
TCGA-HW-8322-01A	20
TCGA-44-5645-11A	8
TCGA-DD-AACW-01A	17
TCGA-06-0195-01B	10
TCGA-ZM-AA0H-01A	23
TCGA-86-7713-11A	8
TCGA-CW-5591-01A	6
TCGA-AB-2975-03A	26
TCGA-49-AARE-11A	8
TCGA-10-0937-11A	8
TCGA-B5-A11J-01A	2
TCGA-15-1446-01A	10
TCGA-34-2609-11A	8
TCGA-B6-A0I6-01A	1
TCGA-25-2390-01A	3
TCGA-AJ-A4ZG-11A	8
TCGA-L5-A891-01A	28
TCGA-FB-A4P6-01A	11
TCGA-SH-A7BC-01A	31
TCGA-2G-AAG5-01A	23
TCGA-E9-A1RA-01A	1
TCGA-KO-8404-11A	8
TCGA-P4-A5E6-01A	15
TCGA-BQ-5886-01A	15
TCGA-B8-5164-01A	6
TCGA-AL-3473-01A	15
TCGA-FG-8186-01A	20
TCGA-G2-A2EL-01A	12
TCGA-VQ-A8E0-01A	21
TCGA-GU-A42R-01A	12
TCGA-B0-5400-11A	8
TCGA-E2-A1LS-11A	8
TCGA-HM-A3JK-01A	7
TCGA-EL-A3H3-01A	14
TCGA-55-8619-11A	8
TCGA-DK-A1AD-01A	12
TCGA-ZJ-A8QR-01A	7
TCGA-X7-A8DD-01A	25
TCGA-39-5037-01A	4
TCGA-12-0822-01A	10
TCGA-56-8083-11A	8
TCGA-CD-8526-01A	21
TCGA-DD-A3A4-01A	17
TCGA-DE-A4MB-01A	14
TCGA-FY-A2QD-01A	14
TCGA-77-8153-01A	4
TCGA-55-8513-11A	8
TCGA-CQ-6227-01A	5
TCGA-A2-A0YC-01A	1
TCGA-FB-A545-01A	11
TCGA-E1-5311-01A	20
TCGA-B6-A0RG-01A	1
TCGA-LG-A9QC-01A	17
TCGA-33-AASL-11A	8
TCGA-FS-A1Z0-06A	18
TCGA-55-7913-11A	8
TCGA-3A-A9IJ-01A	11
TCGA-A5-A0GN-01A	2
TCGA-G2-A2ES-01A	12
TCGA-BH-A18L-11A	8
TCGA-KO-8411-11A	8
TCGA-EO-A2CG-01A	2
TCGA-HC-8259-11A	8
TCGA-BQ-5889-01A	15
TCGA-ZN-A9VP-01A	31
TCGA-HD-A6HZ-01A	5
TCGA-CG-5724-01A	21
TCGA-06-0125-02A	10
TCGA-CQ-6224-01A	5
TCGA-EW-A3E8-01B	1
TCGA-E2-A15K-01A	1
TCGA-AF-2690-01A	30
TCGA-XF-A9T6-01A	12
TCGA-28-2501-01A	10
TCGA-GS-A9TV-01A	32
TCGA-D3-A8GD-06A	18
TCGA-AN-A04A-01A	1
TCGA-LL-A441-01A	1
TCGA-78-7539-01A	0
TCGA-49-AARE-01A	0
TCGA-06-0745-01A	10
TCGA-12-0773-01A	10
TCGA-F4-6570-01A	24
TCGA-BR-8486-01A	21
TCGA-BG-A0VW-01A	2
TCGA-AJ-A3NH-11A	8
TCGA-WB-A81D-01A	22
TCGA-GF-A769-01A	18
TCGA-32-1980-01A	10
TCGA-17-Z051-01A	0
TCGA-EL-A3CR-01A	14
TCGA-AR-A24N-01A	1
TCGA-32-1977-01A	10
TCGA-G6-A8L8-01A	6
TCGA-KM-A7QB-01C	27
TCGA-EW-A6S9-01A	1
TCGA-IG-A50L-01A	28
TCGA-HU-8244-01A	21
TCGA-DB-5274-01A	20
TCGA-KK-A7AZ-01A	9
TCGA-EJ-A8FP-01A	9
TCGA-DD-AADP-01A	17
TCGA-A6-2678-11A	8
TCGA-EL-A3ZO-11A	8
TCGA-XE-AAO6-01A	23
TCGA-HZ-8003-01A	11
TCGA-KM-A7Q8-01B	27
TCGA-AC-A2BK-01A	1
TCGA-WB-A817-01A	22
TCGA-G3-A3CK-01A	17
TCGA-D8-A73X-01A	1
TCGA-AB-2879-03A	26
TCGA-XQ-A8TA-01A	9
TCGA-92-8064-01F	4
TCGA-P5-A731-01A	20
TCGA-92-8064-01A	4
TCGA-VM-A8CE-01A	20
TCGA-EO-A22S-11A	8
TCGA-ZS-A9CD-01A	17
TCGA-VQ-A8PC-01A	21
TCGA-06-0749-01A	10
TCGA-56-8624-11A	8
TCGA-BG-A0LW-01A	2
TCGA-BH-A1FD-01A	1
TCGA-CN-6017-01A	5
TCGA-AB-2811-11C	8
TCGA-AB-2811-11B	8
TCGA-AB-2811-11A	8
TCGA-A2-A04X-01A	1
TCGA-BR-A4QM-01A	21
TCGA-WA-A7H4-01A	5
TCGA-CV-6933-11A	8
TCGA-AA-A01T-11A	8
TCGA-WB-A81G-01A	22
TCGA-SQ-A6I4-11A	8
TCGA-BL-A0C8-01A	12
TCGA-CJ-5680-11A	8
TCGA-NK-A7XE-01A	4
TCGA-CQ-7068-01A	5
TCGA-XP-A8T8-01A	28
TCGA-AD-6895-01A	24
TCGA-IB-AAUS-01A	11
TCGA-C8-A1HG-01A	1
TCGA-04-1651-01A	3
TCGA-GD-A2C5-01A	12
TCGA-E2-A107-01A	1
TCGA-08-0244-11A	8
TCGA-EW-A1PB-01A	1
TCGA-VQ-A91Q-01A	21
TCGA-98-A53C-01A	4
TCGA-A2-A0ER-01A	1
TCGA-AB-2871-11A	8
TCGA-XF-A9SV-01A	12
TCGA-BK-A6W4-01A	2
TCGA-CE-A482-01A	14
TCGA-DH-A66D-01A	20
TCGA-CV-A6JT-01A	5
TCGA-05-5420-01A	0
TCGA-BR-A4J7-01A	21
TCGA-HU-A4GC-11A	8
TCGA-CM-6678-01A	24
TCGA-V1-A8MF-01A	9
TCGA-AB-3000-03A	26
TCGA-AB-2827-03B	26
TCGA-AB-2894-11A	8
TCGA-AG-4008-01A	30
TCGA-AB-2853-03B	26
TCGA-EA-A3HQ-01A	7
TCGA-E7-A97P-01A	12
TCGA-DD-AADS-01A	17
TCGA-ED-A7PZ-01A	17
TCGA-MQ-A4LC-01A	31
TCGA-76-6192-01A	10
TCGA-28-5215-01A	10
TCGA-AX-A2HG-01A	2
TCGA-CN-A49A-01A	5
TCGA-E8-A418-01A	14
TCGA-56-1622-01A	4
TCGA-FR-A7UA-06A	18
TCGA-B2-5641-01A	6
TCGA-BR-6852-01A	21
TCGA-18-3409-11A	8
TCGA-B0-5703-01A	6
TCGA-CV-5441-01A	5
TCGA-WK-A8XQ-01A	13
TCGA-55-8615-01A	0
TCGA-2G-AAFY-01A	23
TCGA-2J-AAB8-01A	11
TCGA-C5-A1M7-01A	7
TCGA-AX-A060-01A	2
TCGA-CV-6956-01A	5
TCGA-ET-A3DP-01A	14
TCGA-QK-AA3K-01A	5
TCGA-61-1740-01A	3
TCGA-KL-8341-11A	8
TCGA-BP-5202-01A	6
TCGA-60-2714-01A	4
TCGA-CV-6961-01A	5
TCGA-55-7914-11A	8
TCGA-UY-A8OB-01A	12
TCGA-B9-4115-11A	8
TCGA-DD-A73C-01A	17
TCGA-R6-A6XG-01B	28
TCGA-S7-A7WW-01A	22
TCGA-AB-2881-11A	8
TCGA-B1-5398-01A	15
TCGA-XU-AAXZ-01A	25
TCGA-AY-A8YK-01A	24
TCGA-BP-4756-01A	6
TCGA-BC-A69I-01A	17
TCGA-N9-A4Q8-11A	8
TCGA-UY-A9PF-01A	12
TCGA-06-1804-01A	10
TCGA-19-1386-01A	10
TCGA-64-5781-01A	0
TCGA-FD-A3B7-01A	12
TCGA-LK-A4NZ-01A	31
TCGA-04-1369-01A	3
TCGA-ET-A3BW-01A	14
TCGA-CW-5590-01A	6
TCGA-BP-4970-01A	6
TCGA-EM-A3SU-06A	14
TCGA-YU-A90Q-01A	23
TCGA-2Y-A9H4-01A	17
TCGA-AA-3976-01A	24
TCGA-B0-4824-01A	6
TCGA-HB-A3YV-01A	13
TCGA-AN-A0FN-01A	1
TCGA-D3-A2JB-06A	18
TCGA-KR-A7K7-01A	17
TCGA-G3-AAV3-01A	17
TCGA-CV-7090-01A	5
TCGA-62-A46Y-01A	0
TCGA-72-4232-01A	3
TCGA-HF-7132-01A	21
TCGA-AG-A01J-01A	30
TCGA-44-2662-01A	0
TCGA-17-Z059-01A	0
TCGA-44-2662-01B	0
TCGA-NH-A6GC-06A	24
TCGA-33-4532-11A	8
TCGA-P3-A5QA-01A	5
TCGA-17-Z030-11A	8
TCGA-G3-A5SJ-01A	17
TCGA-AX-A05S-01A	2
TCGA-ER-A2NH-06A	18
TCGA-AB-2904-03A	26
TCGA-J2-8192-01A	0
TCGA-3G-AB14-11A	8
TCGA-4E-A92E-01A	2
TCGA-17-Z015-11A	8
TCGA-BP-4160-11A	8
TCGA-A6-2684-11A	8
TCGA-XR-A8TE-01A	17
TCGA-B3-4104-11A	8
TCGA-BG-A0MK-01A	2
TCGA-06-0126-01A	10
TCGA-HU-A4GP-01A	21
TCGA-EK-A2H0-01A	7
TCGA-DX-A8BP-01A	13
TCGA-17-Z045-01A	0
TCGA-NJ-A4YQ-01A	0
TCGA-CM-6165-01A	24
TCGA-A6-2685-11A	8
TCGA-IA-A83V-01A	15
TCGA-AA-A022-11A	8
TCGA-DD-A4NN-01A	17
TCGA-AB-2854-03B	26
TCGA-55-8301-01A	0
TCGA-06-0241-01A	10
TCGA-SP-A6QG-01A	22
TCGA-BT-A2LD-01A	12
TCGA-DX-AB30-01A	13
TCGA-IN-A6RP-01A	21
TCGA-BG-A0YV-01A	2
TCGA-24-2293-01A	3
TCGA-33-AASJ-01A	4
TCGA-AJ-A8CV-01A	2
TCGA-61-1916-02A	3
TCGA-CQ-5323-01A	5
TCGA-BP-4982-01A	6
TCGA-AA-3530-11A	8
TCGA-DU-5874-01A	20
TCGA-AB-2900-11A	8
TCGA-B3-4103-11A	8
TCGA-2G-AAGY-05A	23
TCGA-D8-A1XD-01A	1
TCGA-5P-A9JZ-01A	15
TCGA-G9-6336-01A	9
TCGA-P4-AAVL-01A	15
TCGA-29-1769-01A	3
TCGA-BP-4798-01A	6
TCGA-YL-A9WY-01A	9
TCGA-A7-A4SB-01A	1
TCGA-EB-A44R-06A	18
TCGA-DU-6394-01A	20
TCGA-EL-A3GZ-01A	14
TCGA-2G-AAF6-01A	23
TCGA-09-1670-01A	3
TCGA-61-2110-01A	3
TCGA-77-6845-01A	4
TCGA-EI-6511-01A	30
TCGA-EY-A1GS-01A	2
TCGA-BP-4797-11A	8
TCGA-63-7022-01A	4
TCGA-NH-A6GA-01A	24
TCGA-E2-A56Z-01A	1
TCGA-AB-2822-03C	26
TCGA-E1-5305-01A	20
TCGA-17-Z004-11A	8
TCGA-49-4488-01A	0
TCGA-17-Z062-11A	8
TCGA-EA-A1QS-01A	7
TCGA-AB-2850-03C	26
TCGA-BQ-5889-11A	8
TCGA-ZB-A96A-01A	25
TCGA-17-Z050-01A	0
TCGA-L5-A8NW-01A	28
TCGA-JX-A5QV-01A	7
TCGA-D8-A27T-01A	1
TCGA-DX-A6BG-01A	13
TCGA-02-0281-01A	10
TCGA-VQ-A925-01A	21
TCGA-CV-7245-11A	8
TCGA-R8-A6MO-01A	20
TCGA-HZ-7920-01A	11
TCGA-BR-4187-01A	21
TCGA-EE-A29P-06A	18
TCGA-NP-A5GZ-01A	27
TCGA-CW-5584-11A	8
TCGA-A5-A0G9-01A	2
TCGA-VD-AA8N-01A	16
TCGA-NC-A5HF-01A	4
TCGA-V5-A7RE-01A	28
TCGA-AB-2862-11B	8
TCGA-BA-A4IH-01A	5
TCGA-BR-8485-01A	21
TCGA-X6-A8C2-01A	13
TCGA-E9-A1N5-01A	1
TCGA-28-1746-01A	10
TCGA-AB-2970-03A	26
TCGA-QS-A5YQ-01A	2
TCGA-JY-A93E-01A	28
TCGA-A8-A08F-01A	1
TCGA-AD-6889-01A	24
TCGA-08-0357-01A	10
TCGA-AB-2839-03B	26
TCGA-17-Z011-11A	8
TCGA-23-1118-01A	3
TCGA-AB-2839-03A	26
TCGA-06-0164-01A	10
TCGA-4G-AAZR-01A	33
TCGA-B0-5080-11A	8
TCGA-AB-2882-11A	8
TCGA-13-0905-01B	3
TCGA-CV-5435-01A	5
TCGA-UF-A7JJ-01A	5
TCGA-95-7562-01A	0
TCGA-DJ-A13L-01A	14
TCGA-SC-A6LM-01A	31
TCGA-AF-2691-11A	8
TCGA-08-0511-01A	10
TCGA-VQ-A91Z-01A	21
TCGA-10-0928-11A	8
TCGA-BH-A1EN-11A	8
TCGA-AB-2973-03A	26
TCGA-EW-A1J5-01A	1
TCGA-17-Z017-01A	0
TCGA-AR-A2LO-01A	1
TCGA-UW-A72L-01A	27
TCGA-AX-A1CP-01A	2
TCGA-62-8402-01A	0
TCGA-EJ-AB20-01A	9
TCGA-CG-5721-11A	8
TCGA-QR-A70H-01A	22
TCGA-HU-A4H5-11A	8
TCGA-FF-8041-01A	32
TCGA-X7-A8DE-01A	25
TCGA-FC-A66V-01A	9
TCGA-2J-AABK-01A	11
TCGA-KK-A59X-01A	9
TCGA-C5-A7CL-01A	7
TCGA-19-5947-01A	10
TCGA-EM-A1CV-01A	14
TCGA-BP-4762-11A	8
TCGA-95-7948-01A	0
TCGA-17-Z004-01A	0
TCGA-CH-5771-01A	9
TCGA-CG-5720-11A	8
TCGA-A6-5667-11A	8
TCGA-IH-A3EA-01A	18
TCGA-OR-A5JE-01A	19
TCGA-N9-A4PZ-11A	8
TCGA-CN-5361-01A	5
TCGA-AA-3520-01A	24
TCGA-AA-3679-01A	24
TCGA-DJ-A3VM-01A	14
TCGA-WY-A85B-01A	20
TCGA-HM-A3JJ-01A	7
TCGA-EM-A2OV-01A	14
TCGA-49-4514-01A	0
TCGA-E2-A14Y-01A	1
TCGA-DD-A3A3-11A	8
TCGA-CV-6433-11A	8
TCGA-KC-A4BN-01A	9
TCGA-A6-2682-01A	24
TCGA-TQ-A7RG-01A	20
TCGA-CJ-4637-01A	6
TCGA-E5-A4TZ-01A	12
TCGA-AX-A2HC-01A	2
TCGA-CN-4728-01A	5
TCGA-60-2725-11A	8
TCGA-AB-2804-11C	8
TCGA-DK-A6AW-01A	12
TCGA-AC-A3YJ-01A	1
TCGA-06-2564-01A	10
TCGA-B2-5639-01A	6
TCGA-BP-4344-01A	6
TCGA-24-1103-01A	3
TCGA-B8-5553-01A	6
TCGA-D5-6927-01A	24
TCGA-DD-AAD0-01A	17
TCGA-FN-7833-01A	20
TCGA-L5-A43J-11A	8
TCGA-16-1045-01B	10
TCGA-L5-A4OH-01A	28
TCGA-AB-2942-03A	26
TCGA-DD-AAD3-01A	17
TCGA-XF-AAMF-01A	12
TCGA-DD-A1EE-11A	8
TCGA-QR-A707-01A	22
TCGA-B2-4101-11A	8
TCGA-BF-AAP1-01A	18
TCGA-OL-A5S0-01A	1
TCGA-06-1805-01A	10
TCGA-SG-A6Z7-01A	13
TCGA-AA-A02W-01A	24
TCGA-MM-A563-01A	6
TCGA-UZ-A9PP-01A	15
TCGA-IN-8462-01A	21
TCGA-77-A5G1-01A	4
TCGA-B0-4815-11A	8
TCGA-B2-4099-01A	6
TCGA-ZN-A9VW-01A	31
TCGA-CD-8527-01A	21
TCGA-CG-5727-11A	8
TCGA-AD-6548-01A	24
TCGA-VS-A8QC-01A	7
TCGA-59-2372-01A	3
TCGA-L5-A8NK-11A	8
TCGA-CF-A8HX-01A	12
TCGA-AA-3848-01A	24
TCGA-52-7622-01A	4
TCGA-EJ-A8FS-01A	9
TCGA-BA-6870-01A	5
TCGA-44-6774-01A	0
TCGA-60-2724-01A	4
TCGA-EJ-A46I-01A	9
TCGA-FI-A2F8-01A	2
TCGA-EJ-A65F-01A	9
TCGA-13-1408-01A	3
TCGA-KK-A5A1-01A	9
TCGA-PZ-A5RE-01A	11
TCGA-HT-8105-01A	20
TCGA-B2-A4SR-11A	8
TCGA-EJ-A65D-01A	9
TCGA-DY-A1DC-01A	30
TCGA-UF-A7JT-01A	5
TCGA-B1-A657-01A	15
TCGA-VQ-A8PT-01A	21
TCGA-50-8459-01A	0
TCGA-SW-A7EA-01A	21
TCGA-E2-A10A-01A	1
TCGA-CV-5439-11B	8
TCGA-21-1083-01A	4
TCGA-C8-A26X-01A	1
TCGA-CG-5726-01A	21
TCGA-OR-A5KV-01A	19
TCGA-43-2578-11A	8
TCGA-02-0456-01A	10
TCGA-DU-A76L-01A	20
TCGA-J4-A67L-01A	9
TCGA-GV-A3JW-01A	12
TCGA-BJ-A45E-01A	14
TCGA-AA-3870-01A	24
TCGA-26-5136-01B	10
TCGA-AB-2997-03A	26
TCGA-DD-AADW-01A	17
TCGA-A2-A1FW-01A	1
TCGA-ZL-A9V6-01A	25
TCGA-AB-2998-03A	26
TCGA-CV-7261-11A	8
TCGA-Z4-A8JB-01A	13
TCGA-UZ-A9PS-01A	15
TCGA-JY-A939-01A	28
TCGA-30-1857-01A	3
TCGA-39-5024-11A	8
TCGA-AA-3522-01A	24
TCGA-E9-A1NI-01A	1
TCGA-HD-8224-01A	5
TCGA-BH-A0E1-11A	8
TCGA-A4-A57E-11A	8
TCGA-63-A5MG-01A	4
TCGA-X7-A8M3-01A	25
TCGA-BP-4325-11A	8
TCGA-DD-A114-11A	8
TCGA-R5-A7O7-01A	21
TCGA-P5-A5EV-01A	20
TCGA-ET-A39O-01A	14
TCGA-S9-A6U5-01A	20
TCGA-BR-A4J4-01A	21
TCGA-A5-A0GR-01A	2
TCGA-P5-A5EY-01A	20
TCGA-2A-AAYF-01A	9
TCGA-KK-A6E0-11A	8
TCGA-06-6388-01A	10
TCGA-44-8117-01A	0
TCGA-66-2800-01A	4
TCGA-IR-A3LL-01A	7
TCGA-2Z-A9J3-01A	15
TCGA-B5-A11O-01A	2
TCGA-DU-A7TB-01A	20
TCGA-08-0360-01A	10
TCGA-FE-A238-01A	14
TCGA-BH-A0DV-01A	1
TCGA-AH-6643-01A	30
TCGA-SN-A6IS-01A	23
TCGA-B0-5084-01A	6
TCGA-NH-A8F8-01A	24
TCGA-VT-A80J-01A	13
TCGA-13-0804-01A	3
TCGA-DK-AA74-01A	12
TCGA-2L-AAQA-01A	11
TCGA-94-8491-01A	4
TCGA-FE-A3PC-01A	14
TCGA-12-3652-01A	10
TCGA-DX-A3M2-01A	13
TCGA-EM-A22K-01A	14
TCGA-49-4490-11A	8
TCGA-OL-A5RW-01A	1
TCGA-E5-A2PC-01A	12
TCGA-EW-A1IZ-01A	1
TCGA-AG-A020-11A	8
TCGA-06-0141-01A	10
TCGA-FD-A5BY-01A	12
TCGA-N6-A4VE-01A	29
TCGA-CJ-4873-01A	6
TCGA-A5-A3LP-01A	2
TCGA-EE-A3AA-06A	18
TCGA-KC-A4BO-01A	9
TCGA-13-0793-01A	3
TCGA-HC-A8D0-01A	9
TCGA-DJ-A3VD-01A	14
TCGA-C8-A135-01A	1
TCGA-PC-A5DP-01A	13
TCGA-NQ-A638-01A	31
TCGA-EL-A4K6-01A	14
TCGA-16-1048-01B	10
TCGA-02-0014-01A	10
TCGA-UW-A72P-01A	27
TCGA-BP-4762-01A	6
TCGA-B0-4694-01A	6
TCGA-G9-6370-01A	9
TCGA-86-8076-01A	0
TCGA-VM-A8CH-01A	20
TCGA-RC-A7SF-01A	17
TCGA-AP-A1DV-01A	2
TCGA-14-1456-01B	10
TCGA-14-1456-01C	10
TCGA-OL-A66J-01A	1
TCGA-CN-A63Y-01A	5
TCGA-F1-6874-01A	21
TCGA-P4-AAVK-01A	15
TCGA-E1-A7Z4-01A	20
TCGA-E3-A3E2-01A	14
TCGA-GS-A9TT-01A	32
TCGA-J8-A3O1-01A	14
TCGA-BH-A1EO-01A	1
TCGA-PC-A5DO-01A	13
TCGA-2Y-A9HB-01A	17
TCGA-SS-A7HO-01A	24
TCGA-PK-A5HB-01A	19
TCGA-P5-A5F4-01A	20
TCGA-06-0165-01A	10
TCGA-AA-3712-01A	24
TCGA-DD-A4NG-11A	8
TCGA-DD-A118-11A	8
TCGA-12-3646-01A	10
TCGA-32-4209-01A	10
TCGA-B0-4823-01A	6
TCGA-A8-A07J-01A	1
TCGA-AA-3655-11A	8
TCGA-M7-A720-01A	9
TCGA-ZG-A9L2-01A	9
TCGA-AB-2934-11A	8
TCGA-44-2668-01B	0
TCGA-4Z-AA7O-01A	12
TCGA-EE-A3JH-06A	18
TCGA-AA-3819-01A	24
TCGA-FG-A4MT-02A	20
TCGA-RW-A8AZ-01A	22
TCGA-AN-A0AR-01A	1
TCGA-DU-7299-01A	20
TCGA-AB-2986-11A	8
TCGA-MT-A67A-01A	5
TCGA-43-3920-01A	4
TCGA-EP-A2KA-01A	17
TCGA-C5-A2LS-01A	7
TCGA-IB-AAUU-01A	11
TCGA-EL-A3ZG-01A	14
TCGA-36-1568-01A	3
TCGA-B2-5636-11A	8
TCGA-CD-8535-01A	21
TCGA-55-8619-01A	0
TCGA-2G-AAEW-01A	23
TCGA-KL-8334-11A	8
TCGA-EJ-AB27-01A	9
TCGA-55-7281-01A	0
TCGA-G4-6317-02A	24
TCGA-DD-AACA-02B	17
TCGA-FR-A728-01A	18
TCGA-IF-A4AJ-11A	8
TCGA-MJ-A68H-01A	13
TCGA-CK-4951-01A	24
